order_id,customer_id,order_date,delivery_date,discount,shipping_cost,payment_method
2308,184,2023-07-04,2023-07-08,0.0,25.78,PayPal
2309,81,2024-01-09,2024-01-14,0.0,48.14,Credit Card
2310,147,2024-04-25,2024-04-29,0.0,23.66,Credit Card
2311,94,2025-05-30,2025-06-03,0.0,42.62,Debit
2312,42,2023-01-13,2023-01-16,0.0,6.15,Credit Card
2313,212,2024-10-17,2024-10-23,0.05,18.67,PayPal
2314,256,2024-09-01,2024-09-07,0.0,32.06,PayPal
2315,113,2025-04-15,2025-04-19,0.0,28.93,Wire
2316,60,2023-11-25,2023-12-04,0.05,44.68,Credit Card
2317,208,2023-03-04,2023-03-13,0.0,41.36,Credit Card
2318,63,2024-03-04,2024-03-06,0.1,19.86,Credit Card
2319,440,2023-01-09,2023-01-14,0.1,15.08,Debit
2320,296,2025-06-29,2025-07-06,0.2,9.03,Credit Card
2321,320,2023-01-30,2023-02-02,0.1,25.05,Wire
2322,30,2024-12-25,2025-01-01,0.05,39.15,Wire
2323,402,2023-06-29,2023-07-05,0.0,24.25,Credit Card
2324,489,2024-05-13,2024-05-16,0.0,26.56,PayPal
2325,140,2023-07-22,2023-07-31,0.05,39.53,Credit Card
2326,314,2025-02-09,2025-02-17,0.15,43.94,PayPal
2327,339,2024-05-07,2024-05-15,0.0,23.09,PayPal
2328,87,2023-08-07,2023-08-11,0.05,27.95,Wire
2329,430,2025-03-12,2025-03-14,0.0,48.71,Debit
2330,424,2025-01-08,2025-01-16,0.0,15.4,Credit Card
2331,41,2025-06-23,2025-06-28,0.1,24.53,Debit
2332,278,2025-02-22,2025-03-03,0.05,43.04,PayPal
2333,98,2023-05-16,2023-05-21,0.15,45.54,Debit
2334,220,2023-02-15,2023-02-20,0.0,42.07,Credit Card
2335,428,2023-03-12,2023-03-21,0.0,29.92,Credit Card
2336,293,2025-07-26,2025-07-31,0.0,45.3,Debit
2337,495,2025-01-12,2025-01-19,0.1,33.16,Wire
2338,186,2025-08-10,2025-08-12,0.1,36.51,Debit
2339,286,2025-01-25,2025-01-30,0.0,26.33,Credit Card
2340,490,2024-05-12,2024-05-14,0.05,46.01,Wire
2341,32,2024-09-01,2024-09-05,0.05,44.2,Wire
2342,270,2025-08-01,2025-08-09,0.0,38.83,Wire
2343,393,2024-09-04,2024-09-10,0.0,28.01,Debit
2344,28,2024-07-01,2024-07-06,0.0,12.78,Debit
2345,78,2023-06-16,2023-06-19,0.05,45.62,Wire
2346,263,2024-05-20,2024-05-22,0.1,28.63,Debit
2347,12,2024-12-22,2024-12-31,0.0,38.41,Credit Card
2348,16,2024-12-09,2024-12-12,0.0,48.17,Credit Card
2349,182,2024-10-28,2024-11-05,0.1,16.95,Credit Card
2350,306,2023-08-09,2023-08-11,0.0,47.53,Debit
2351,342,2025-04-29,2025-05-06,0.1,43.15,PayPal
2352,315,2025-04-16,2025-04-20,0.15,42.21,Wire
2353,249,2025-02-13,2025-02-18,0.0,47.06,Debit
2354,207,2023-08-22,2023-08-31,0.0,30.42,PayPal
2355,378,2024-06-05,2024-06-07,0.1,25.0,Credit Card
2356,27,2025-08-26,2025-09-03,0.0,16.04,Credit Card
2357,86,2023-01-23,2023-01-31,0.15,14.68,Credit Card
2358,81,2024-08-18,2024-08-26,0.0,39.73,Wire
2359,447,2023-03-25,2023-03-30,0.0,17.84,Credit Card
2360,489,2023-02-28,2023-03-06,0.0,37.92,Credit Card
2361,368,2023-12-08,2023-12-11,0.0,8.2,PayPal
2362,216,2023-09-13,2023-09-18,0.05,8.08,PayPal
2363,347,2024-06-09,2024-06-18,0.1,41.43,Debit
2364,224,2025-01-01,2025-01-09,0.05,21.68,PayPal
2365,36,2023-06-27,2023-07-01,0.0,49.19,Debit
2366,62,2023-03-10,2023-03-14,0.05,29.21,Credit Card
2367,464,2024-05-02,2024-05-05,0.0,17.92,PayPal
2368,370,2023-06-27,2023-06-29,0.2,6.69,PayPal
2369,281,2025-01-09,2025-01-14,0.0,15.9,PayPal
2370,250,2023-07-12,2023-07-15,0.0,44.95,Wire
2371,216,2023-10-17,2023-10-23,0.0,25.51,Wire
2372,289,2025-08-21,2025-08-29,0.0,43.36,Debit
2373,407,2025-03-21,2025-03-24,0.0,14.45,Debit
2374,408,2024-10-12,2024-10-17,0.0,13.78,PayPal
2375,475,2023-12-06,2023-12-08,0.0,28.7,Credit Card
2376,104,2023-12-05,2023-12-12,0.1,44.05,Credit Card
2377,149,2025-01-30,2025-02-08,0.0,32.28,PayPal
2378,244,2024-10-30,2024-11-08,0.0,34.09,Credit Card
2379,381,2025-01-19,2025-01-23,0.0,36.95,Debit
2380,213,2025-08-06,2025-08-08,0.05,15.21,Wire
2381,380,2025-08-24,2025-08-26,0.0,20.91,PayPal
2382,130,2024-07-24,2024-08-02,0.0,36.42,Credit Card
2383,287,2023-07-23,2023-07-27,0.0,5.26,Wire
2384,189,2023-09-29,2023-10-04,0.1,14.11,Wire
2385,418,2023-03-05,2023-03-11,0.15,36.8,Credit Card
2386,470,2025-03-20,2025-03-23,0.0,5.4,Credit Card
2387,458,2025-07-06,2025-07-12,0.1,20.25,Credit Card
2388,168,2023-07-22,2023-07-24,0.0,20.34,PayPal
2389,182,2024-09-06,2024-09-11,0.1,9.36,PayPal
2390,437,2023-03-11,2023-03-20,0.0,47.41,Wire
2391,247,2025-05-15,2025-05-23,0.0,21.76,PayPal
2392,323,2023-07-13,2023-07-18,0.05,39.09,Wire
2393,163,2025-02-28,2025-03-06,0.05,30.98,Wire
2394,223,2025-01-18,2025-01-24,0.0,24.34,PayPal
2395,4,2024-06-13,2024-06-17,0.15,10.79,Debit
2396,154,2025-05-19,2025-05-21,0.0,46.61,Credit Card
2397,38,2023-04-27,2023-05-01,0.0,10.47,Wire
2398,293,2025-06-03,2025-06-06,0.0,48.49,Wire
2399,263,2024-02-02,2024-02-09,0.05,26.39,PayPal
2400,360,2023-05-09,2023-05-18,0.1,18.12,PayPal
2401,214,2025-07-04,2025-07-13,0.0,45.01,PayPal
2402,303,2025-02-20,2025-02-28,0.0,21.87,Credit Card
2403,459,2025-01-13,2025-01-19,0.0,30.06,Credit Card
2404,374,2025-05-13,2025-05-18,0.1,32.27,PayPal
2405,312,2024-06-12,2024-06-17,0.0,27.79,Debit
2406,210,2024-05-13,2024-05-16,0.1,28.63,Debit
2407,306,2023-02-27,2023-03-02,0.05,31.33,Debit
2408,482,2024-06-05,2024-06-11,0.0,25.24,Debit
2409,483,2025-08-23,2025-08-30,0.15,21.85,Credit Card
2410,483,2025-08-05,2025-08-12,0.05,28.11,Debit
2411,51,2024-06-14,2024-06-23,0.0,41.87,PayPal
2412,189,2023-06-07,2023-06-10,0.1,21.24,Debit
2413,236,2023-02-02,2023-02-04,0.0,14.72,Wire
2414,71,2023-11-09,2023-11-13,0.0,31.49,Wire
2415,180,2024-09-19,2024-09-24,0.05,23.53,Debit
2416,343,2023-12-26,2024-01-01,0.1,15.35,Wire
2417,13,2024-10-15,2024-10-20,0.0,45.06,PayPal
2418,115,2025-07-28,2025-08-02,0.0,27.28,PayPal
2419,428,2023-05-22,2023-05-30,0.05,31.77,PayPal
2420,31,2025-01-17,2025-01-26,0.1,14.66,Wire
2421,23,2023-04-16,2023-04-18,0.0,44.28,Credit Card
2422,468,2023-02-24,2023-02-28,0.0,39.88,Debit
2423,93,2024-06-02,2024-06-05,0.15,13.91,PayPal
2424,36,2024-02-20,2024-02-26,0.05,34.78,Wire
2425,87,2024-01-05,2024-01-09,0.0,35.61,PayPal
2426,419,2023-05-02,2023-05-10,0.2,20.75,PayPal
2427,412,2023-08-12,2023-08-14,0.0,6.47,Wire
2428,348,2024-10-02,2024-10-06,0.0,23.35,PayPal
2429,228,2023-07-13,2023-07-16,0.0,38.49,PayPal
2430,127,2024-08-09,2024-08-16,0.0,12.81,PayPal
2431,166,2024-11-25,2024-11-30,0.0,22.58,PayPal
2432,427,2024-04-11,2024-04-13,0.05,38.31,Debit
2433,250,2025-06-09,2025-06-14,0.0,36.69,Debit
2434,326,2024-10-10,2024-10-16,0.1,21.06,PayPal
2435,95,2023-10-23,2023-11-01,0.0,6.94,Credit Card
2436,409,2023-03-10,2023-03-17,0.05,32.66,Credit Card
2437,271,2024-04-28,2024-04-30,0.1,21.18,Wire
2438,371,2025-02-21,2025-02-27,0.0,30.38,Wire
2439,313,2024-08-26,2024-08-28,0.0,19.17,Wire
2440,331,2023-12-01,2023-12-04,0.05,44.46,Wire
2441,146,2023-06-02,2023-06-06,0.0,35.41,PayPal
2442,377,2025-04-26,2025-05-04,0.1,46.58,Debit
2443,29,2023-12-18,2023-12-27,0.0,47.89,PayPal
2444,215,2025-09-17,2025-09-22,0.15,26.8,Credit Card
2445,53,2023-05-10,2023-05-15,0.0,26.11,PayPal
2446,135,2023-05-27,2023-06-01,0.0,5.11,Credit Card
2447,282,2024-11-14,2024-11-19,0.1,47.53,PayPal
2448,286,2024-05-26,2024-05-31,0.15,39.89,Wire
2449,170,2024-07-17,2024-07-26,0.15,37.06,PayPal
2450,295,2023-02-10,2023-02-12,0.0,22.39,Wire
2451,160,2023-09-21,2023-09-23,0.0,11.0,Credit Card
2452,261,2023-07-29,2023-08-07,0.2,20.59,Debit
2453,481,2025-07-07,2025-07-16,0.0,37.29,Wire
2454,71,2024-04-09,2024-04-14,0.1,41.59,Credit Card
2455,15,2025-01-23,2025-01-26,0.0,20.06,PayPal
2456,450,2023-08-07,2023-08-09,0.0,46.02,Wire
2457,450,2023-08-06,2023-08-09,0.0,28.9,Debit
2458,339,2025-02-15,2025-02-23,0.0,41.86,Debit
2459,419,2025-06-27,2025-07-05,0.0,32.81,Wire
2460,246,2023-02-05,2023-02-11,0.15,30.2,Debit
2461,23,2023-04-14,2023-04-16,0.15,40.75,Credit Card
2462,142,2025-03-24,2025-04-01,0.0,19.15,Debit
2463,110,2023-01-08,2023-01-14,0.05,49.52,PayPal
2464,400,2025-09-06,2025-09-15,0.1,21.3,PayPal
2465,483,2023-07-26,2023-08-01,0.1,28.95,PayPal
2466,370,2023-12-19,2023-12-28,0.05,14.43,Debit
2467,451,2025-08-22,2025-08-27,0.0,44.45,Debit
2468,313,2025-05-13,2025-05-22,0.1,24.77,Debit
2469,149,2025-05-28,2025-06-02,0.0,33.54,Credit Card
2470,363,2024-01-17,2024-01-23,0.1,22.96,PayPal
2471,78,2024-01-25,2024-01-27,0.1,17.97,Wire
2472,426,2024-12-02,2024-12-09,0.0,12.3,PayPal
2473,218,2024-04-23,2024-04-26,0.05,49.37,PayPal
2474,326,2023-05-31,2023-06-05,0.0,39.72,Credit Card
2475,55,2024-04-24,2024-04-26,0.0,20.6,PayPal
2476,287,2024-01-26,2024-01-28,0.0,32.43,Debit
2477,47,2024-09-17,2024-09-21,0.1,18.94,Wire
2478,463,2025-07-13,2025-07-16,0.05,35.24,Debit
2479,343,2025-02-21,2025-02-28,0.1,39.28,Debit
2480,102,2023-03-27,2023-04-03,0.0,14.39,Debit
2481,463,2024-03-17,2024-03-25,0.05,14.47,Debit
2482,10,2024-05-08,2024-05-11,0.0,21.75,Wire
2483,118,2024-10-17,2024-10-23,0.0,19.64,Wire
2484,457,2024-04-28,2024-05-04,0.0,22.22,Debit
2485,392,2023-07-30,2023-08-07,0.0,46.35,Wire
2486,201,2024-09-25,2024-09-28,0.1,20.82,Debit
2487,421,2025-06-22,2025-06-24,0.0,30.61,Credit Card
2488,203,2023-09-18,2023-09-21,0.0,28.06,Debit
2489,461,2023-09-18,2023-09-25,0.1,49.46,Credit Card
2490,31,2024-12-10,2024-12-14,0.0,10.4,Debit
2491,16,2023-11-06,2023-11-12,0.0,6.73,Wire
2492,437,2024-12-04,2024-12-12,0.0,7.56,Debit
2493,149,2023-06-27,2023-07-06,0.15,17.87,Credit Card
2494,306,2024-01-13,2024-01-16,0.0,36.34,Wire
2495,254,2024-03-17,2024-03-23,0.1,5.47,Wire
2496,111,2025-07-16,2025-07-19,0.0,34.59,Credit Card
2497,443,2023-10-28,2023-11-01,0.0,25.76,Debit
2498,267,2023-08-02,2023-08-05,0.05,5.87,PayPal
2499,133,2024-10-10,2024-10-15,0.0,35.08,Credit Card
2500,253,2023-02-07,2023-02-11,0.15,20.66,PayPal
2501,454,2024-11-08,2024-11-10,0.2,49.24,Credit Card
2502,248,2023-10-22,2023-10-30,0.15,30.66,Credit Card
2503,416,2024-05-21,2024-05-23,0.0,6.53,Debit
2504,369,2023-10-02,2023-10-07,0.0,16.29,Debit
2505,311,2023-02-13,2023-02-17,0.0,33.64,Debit
2506,30,2023-02-08,2023-02-16,0.1,39.34,Wire
2507,368,2025-01-28,2025-02-05,0.1,24.63,Wire
2508,207,2025-07-12,2025-07-16,0.1,8.11,PayPal
2509,307,2023-10-29,2023-11-03,0.1,33.52,Debit
2510,154,2024-07-23,2024-07-31,0.05,7.13,Debit
2511,342,2025-06-01,2025-06-08,0.15,26.38,Credit Card
2512,299,2025-04-29,2025-05-07,0.0,18.8,Credit Card
2513,369,2024-10-08,2024-10-10,0.0,20.64,PayPal
2514,32,2025-05-17,2025-05-20,0.05,34.03,PayPal
2515,148,2024-08-23,2024-08-26,0.15,49.45,PayPal
2516,149,2024-08-21,2024-08-30,0.05,18.38,Debit
2517,106,2023-10-10,2023-10-19,0.1,37.9,Debit
2518,399,2025-08-16,2025-08-22,0.05,39.75,Credit Card
2519,242,2023-01-31,2023-02-06,0.05,5.86,PayPal
2520,34,2023-08-31,2023-09-08,0.0,39.48,PayPal
2521,302,2024-11-08,2024-11-12,0.0,36.0,Debit
2522,317,2025-05-14,2025-05-16,0.0,25.84,PayPal
2523,315,2023-01-18,2023-01-26,0.05,46.26,PayPal
2524,360,2023-11-28,2023-12-05,0.05,41.04,Wire
2525,129,2023-10-10,2023-10-14,0.0,42.91,Credit Card
2526,310,2024-11-07,2024-11-09,0.0,48.4,Wire
2527,179,2023-04-01,2023-04-10,0.0,10.73,Wire
2528,415,2023-04-13,2023-04-21,0.0,6.67,PayPal
2529,82,2024-10-05,2024-10-13,0.0,38.86,Wire
2530,431,2023-02-07,2023-02-09,0.0,16.42,Credit Card
2531,26,2024-10-09,2024-10-12,0.0,7.93,Credit Card
2532,154,2025-01-01,2025-01-06,0.0,13.58,Wire
2533,285,2025-02-18,2025-02-23,0.1,22.26,Wire
2534,273,2024-01-29,2024-02-01,0.0,37.61,Credit Card
2535,216,2023-11-13,2023-11-18,0.0,24.63,Wire
2536,66,2025-07-03,2025-07-09,0.0,34.36,Credit Card
2537,150,2023-01-23,2023-01-28,0.0,37.99,Wire
2538,148,2024-01-16,2024-01-22,0.1,48.67,Debit
2539,18,2023-06-18,2023-06-25,0.0,43.14,PayPal
2540,261,2023-08-19,2023-08-26,0.1,43.04,PayPal
2541,446,2025-07-10,2025-07-15,0.0,42.02,Credit Card
2542,401,2023-04-19,2023-04-28,0.05,31.12,Wire
2543,378,2025-02-18,2025-02-24,0.0,39.31,Credit Card
2544,302,2024-07-24,2024-07-29,0.05,8.58,Debit
2545,353,2024-12-01,2024-12-06,0.05,21.65,PayPal
2546,316,2024-09-27,2024-10-02,0.1,10.88,Credit Card
2547,217,2025-04-12,2025-04-19,0.1,24.18,Debit
2548,404,2025-06-04,2025-06-10,0.0,10.27,Credit Card
2549,34,2023-02-08,2023-02-12,0.05,29.94,Wire
2550,365,2023-07-18,2023-07-20,0.1,22.7,PayPal
2551,285,2025-04-21,2025-04-30,0.0,28.51,Debit
2552,232,2025-06-28,2025-07-03,0.0,15.37,Debit
2553,226,2023-03-18,2023-03-26,0.0,30.05,Debit
2554,89,2024-06-27,2024-06-29,0.0,46.91,Credit Card
2555,471,2023-11-29,2023-12-07,0.05,43.19,Wire
2556,116,2025-08-20,2025-08-25,0.2,24.49,Credit Card
2557,298,2024-01-07,2024-01-16,0.05,37.67,PayPal
2558,13,2024-05-22,2024-05-24,0.05,22.51,PayPal
2559,117,2023-11-27,2023-12-06,0.0,23.12,Debit
2560,475,2025-06-24,2025-07-01,0.1,26.71,Credit Card
2561,157,2023-05-31,2023-06-02,0.0,40.41,PayPal
2562,233,2023-11-28,2023-12-05,0.0,22.94,PayPal
2563,278,2023-11-16,2023-11-22,0.0,44.8,Debit
2564,143,2023-02-05,2023-02-13,0.0,42.82,PayPal
2565,54,2024-11-03,2024-11-06,0.0,20.09,Wire
2566,183,2023-01-02,2023-01-05,0.1,22.17,Debit
2567,110,2024-01-15,2024-01-19,0.0,11.35,Wire
2568,421,2023-04-23,2023-04-26,0.05,5.8,Debit
2569,31,2023-06-11,2023-06-14,0.0,39.04,Debit
2570,427,2024-11-26,2024-12-05,0.0,36.05,Debit
2571,266,2024-06-15,2024-06-22,0.15,10.67,Debit
2572,179,2025-01-27,2025-01-30,0.15,27.79,Debit
2573,24,2023-08-04,2023-08-12,0.1,10.47,PayPal
2574,186,2024-05-09,2024-05-14,0.0,24.08,Debit
2575,133,2023-12-05,2023-12-10,0.0,47.89,Debit
2576,183,2024-02-27,2024-02-29,0.1,35.56,Wire
2577,393,2024-06-10,2024-06-16,0.1,41.97,Debit
2578,352,2024-09-14,2024-09-20,0.0,16.42,PayPal
2579,351,2024-01-09,2024-01-16,0.1,16.85,Wire
2580,385,2024-05-06,2024-05-14,0.0,38.95,PayPal
2581,479,2024-12-11,2024-12-13,0.0,17.9,Wire
2582,414,2025-03-13,2025-03-16,0.05,46.28,Debit
2583,374,2024-06-09,2024-06-13,0.0,16.28,Wire
2584,167,2023-12-17,2023-12-23,0.05,34.87,Debit
2585,142,2023-03-04,2023-03-10,0.1,35.54,Credit Card
2586,309,2023-12-31,2024-01-07,0.0,18.24,Debit
2587,192,2024-05-30,2024-06-03,0.0,10.88,Wire
2588,326,2024-11-25,2024-12-01,0.0,42.64,Wire
2589,379,2023-06-11,2023-06-15,0.0,40.49,Credit Card
2590,243,2024-08-20,2024-08-28,0.0,22.36,PayPal
2591,476,2024-02-20,2024-02-23,0.0,48.64,Wire
2592,86,2023-08-04,2023-08-12,0.0,6.69,PayPal
2593,480,2024-02-19,2024-02-27,0.0,17.33,Debit
2594,152,2023-04-05,2023-04-08,0.0,8.21,Wire
2595,466,2023-10-15,2023-10-17,0.0,23.83,PayPal
2596,136,2024-04-08,2024-04-16,0.0,36.46,PayPal
2597,381,2024-05-23,2024-05-28,0.05,39.56,PayPal
2598,337,2025-06-15,2025-06-24,0.1,27.71,Wire
2599,235,2025-01-19,2025-01-28,0.0,22.23,PayPal
2600,420,2024-04-17,2024-04-22,0.0,16.35,Wire
2601,238,2023-06-22,2023-06-30,0.15,39.29,Credit Card
2602,50,2023-10-12,2023-10-20,0.0,25.52,Credit Card
2603,399,2025-04-07,2025-04-12,0.0,45.13,PayPal
2604,425,2025-07-30,2025-08-05,0.0,18.74,Debit
2605,52,2024-12-21,2024-12-25,0.0,6.28,Credit Card
2606,489,2024-12-31,2025-01-02,0.2,22.86,PayPal
2607,14,2023-09-03,2023-09-11,0.0,31.04,Debit
2608,89,2024-09-28,2024-10-01,0.1,13.93,PayPal
2609,84,2024-06-16,2024-06-22,0.1,10.33,Debit
2610,25,2024-01-28,2024-02-05,0.0,38.03,Credit Card
2611,272,2025-03-15,2025-03-20,0.1,44.83,Wire
2612,359,2023-01-29,2023-02-06,0.0,13.09,Wire
2613,350,2025-05-02,2025-05-07,0.0,49.3,PayPal
2614,255,2024-08-21,2024-08-29,0.0,22.2,Debit
2615,466,2025-04-03,2025-04-11,0.0,13.86,Wire
2616,145,2023-06-05,2023-06-12,0.0,22.28,Credit Card
2617,97,2024-01-12,2024-01-20,0.0,28.34,Credit Card
2618,452,2024-12-16,2024-12-19,0.1,39.24,Debit
2619,458,2023-06-29,2023-07-02,0.2,13.7,Wire
2620,287,2024-04-19,2024-04-22,0.0,10.85,Wire
2621,468,2025-08-16,2025-08-22,0.05,45.69,Wire
2622,260,2023-11-29,2023-12-02,0.1,42.5,Credit Card
2623,254,2025-08-16,2025-08-20,0.1,31.62,PayPal
2624,339,2025-08-05,2025-08-07,0.0,12.3,Wire
2625,50,2025-09-25,2025-10-04,0.1,37.18,Debit
2626,301,2025-03-10,2025-03-15,0.1,31.24,Credit Card
2627,193,2025-04-27,2025-04-30,0.0,8.81,PayPal
2628,393,2025-08-21,2025-08-27,0.0,41.75,Wire
2629,51,2023-11-24,2023-12-02,0.0,34.8,PayPal
2630,155,2025-06-29,2025-07-04,0.0,5.38,Wire
2631,298,2024-05-08,2024-05-11,0.0,49.41,PayPal
2632,254,2024-05-31,2024-06-05,0.0,43.61,Debit
2633,23,2023-11-14,2023-11-20,0.0,37.17,Debit
2634,108,2025-08-10,2025-08-16,0.1,44.15,Debit
2635,176,2023-11-16,2023-11-23,0.05,41.82,Credit Card
2636,356,2023-01-14,2023-01-18,0.0,26.16,Debit
2637,416,2025-05-28,2025-06-01,0.0,10.97,Debit
2638,145,2025-09-03,2025-09-08,0.0,21.81,Debit
2639,93,2023-09-17,2023-09-24,0.0,37.67,Credit Card
2640,484,2025-07-19,2025-07-24,0.15,18.51,PayPal
2641,255,2024-11-14,2024-11-23,0.0,41.74,Credit Card
2642,424,2025-01-30,2025-02-05,0.1,30.67,Credit Card
2643,112,2023-11-04,2023-11-11,0.0,45.93,Wire
2644,85,2025-02-19,2025-02-25,0.0,15.9,PayPal
2645,487,2024-06-17,2024-06-25,0.0,40.41,PayPal
2646,106,2024-02-06,2024-02-13,0.1,38.29,Wire
2647,7,2023-07-16,2023-07-18,0.1,16.75,Debit
2648,264,2023-03-15,2023-03-24,0.0,24.19,Credit Card
2649,176,2024-07-28,2024-08-06,0.05,6.38,PayPal
2650,478,2024-09-24,2024-10-02,0.15,21.43,Wire
2651,288,2025-03-23,2025-03-26,0.15,40.56,Debit
2652,168,2023-09-27,2023-10-02,0.1,17.29,Credit Card
2653,189,2023-09-14,2023-09-16,0.05,26.58,Credit Card
2654,32,2025-04-03,2025-04-12,0.05,40.35,Credit Card
2655,98,2025-07-05,2025-07-12,0.05,25.45,Credit Card
2656,357,2024-07-23,2024-08-01,0.0,15.85,Wire
2657,385,2025-05-14,2025-05-22,0.0,11.23,Debit
2658,186,2023-06-18,2023-06-23,0.0,26.21,PayPal
2659,9,2024-04-15,2024-04-17,0.0,18.4,PayPal
2660,106,2025-03-12,2025-03-16,0.05,7.5,Debit
2661,153,2025-04-02,2025-04-04,0.0,18.31,Wire
2662,452,2024-05-30,2024-06-03,0.05,10.47,Debit
2663,491,2025-02-16,2025-02-22,0.05,23.79,Wire
2664,403,2024-03-10,2024-03-14,0.1,26.5,Credit Card
2665,376,2023-06-07,2023-06-14,0.15,32.15,Debit
2666,229,2023-10-31,2023-11-07,0.15,49.51,Wire
2667,229,2023-02-17,2023-02-25,0.0,42.9,Credit Card
2668,358,2023-03-28,2023-04-03,0.0,49.07,PayPal
2669,397,2025-07-26,2025-08-03,0.0,5.95,Debit
2670,311,2025-09-10,2025-09-13,0.05,30.45,Debit
2671,408,2024-06-02,2024-06-08,0.0,13.35,Debit
2672,90,2023-02-11,2023-02-17,0.0,26.8,PayPal
2673,332,2023-10-15,2023-10-19,0.0,43.68,Debit
2674,404,2023-04-13,2023-04-15,0.0,17.26,Debit
2675,104,2024-09-20,2024-09-27,0.2,10.92,Debit
2676,110,2024-11-05,2024-11-11,0.1,43.09,Credit Card
2677,138,2023-11-04,2023-11-10,0.0,46.12,Wire
2678,325,2025-07-21,2025-07-25,0.0,13.83,Debit
2679,213,2024-08-22,2024-08-27,0.1,9.5,Credit Card
2680,53,2023-11-26,2023-11-28,0.0,19.43,Wire
2681,25,2024-10-05,2024-10-09,0.0,43.73,PayPal
2682,457,2025-04-16,2025-04-21,0.0,17.38,Credit Card
2683,375,2023-03-13,2023-03-21,0.0,9.82,Credit Card
2684,61,2025-07-12,2025-07-20,0.0,12.89,Wire
2685,188,2023-01-04,2023-01-12,0.0,12.0,Debit
2686,482,2024-06-08,2024-06-15,0.2,5.21,Debit
2687,320,2023-08-19,2023-08-22,0.15,19.26,PayPal
2688,340,2025-07-23,2025-07-27,0.0,39.82,Wire
2689,168,2024-01-12,2024-01-14,0.0,44.14,Credit Card
2690,95,2024-08-11,2024-08-15,0.15,41.95,PayPal
2691,274,2023-02-17,2023-02-19,0.0,14.24,Wire
2692,107,2023-06-22,2023-06-25,0.15,19.8,Wire
2693,338,2023-01-16,2023-01-24,0.1,18.34,PayPal
2694,259,2024-06-09,2024-06-14,0.0,21.95,PayPal
2695,195,2024-09-17,2024-09-25,0.15,6.36,Debit
2696,15,2024-07-02,2024-07-06,0.0,18.16,Debit
2697,67,2024-06-25,2024-07-04,0.0,13.86,Debit
2698,373,2023-02-08,2023-02-17,0.1,6.09,PayPal
2699,416,2024-07-08,2024-07-13,0.2,35.55,PayPal
2700,373,2025-04-10,2025-04-18,0.05,28.54,PayPal
2701,138,2025-08-05,2025-08-07,0.0,23.16,Debit
2702,353,2025-09-22,2025-09-25,0.0,30.87,PayPal
2703,453,2024-02-23,2024-02-26,0.0,13.53,Credit Card
2704,402,2024-11-13,2024-11-18,0.0,30.27,Wire
2705,481,2025-06-20,2025-06-23,0.0,23.81,Wire
2706,435,2025-02-15,2025-02-19,0.15,37.58,PayPal
2707,242,2023-12-26,2023-12-28,0.05,6.46,Credit Card
2708,391,2023-09-30,2023-10-08,0.0,14.07,Wire
2709,92,2025-09-05,2025-09-07,0.0,32.55,PayPal
2710,45,2025-02-15,2025-02-22,0.0,11.17,Wire
2711,35,2025-04-29,2025-05-05,0.0,12.97,PayPal
2712,273,2023-02-05,2023-02-08,0.05,23.31,Debit
2713,402,2023-09-14,2023-09-21,0.1,18.58,Debit
2714,418,2023-10-19,2023-10-26,0.0,24.19,Credit Card
2715,480,2024-12-24,2024-12-31,0.05,17.04,Wire
2716,150,2024-09-24,2024-09-27,0.0,26.29,Wire
2717,394,2025-06-28,2025-07-05,0.1,20.7,PayPal
2718,21,2023-07-09,2023-07-11,0.2,19.74,Wire
2719,500,2025-04-09,2025-04-13,0.2,35.16,Debit
2720,190,2025-07-18,2025-07-25,0.0,17.34,Debit
2721,225,2024-09-26,2024-10-03,0.0,39.33,PayPal
2722,301,2025-04-12,2025-04-15,0.1,32.06,PayPal
2723,140,2024-08-16,2024-08-19,0.0,26.32,Credit Card
2724,345,2025-01-31,2025-02-09,0.0,10.82,Debit
2725,70,2024-09-16,2024-09-25,0.0,11.21,Wire
2726,246,2023-10-10,2023-10-19,0.0,5.61,Wire
2727,47,2025-09-04,2025-09-11,0.0,21.96,Credit Card
2728,391,2023-05-11,2023-05-18,0.0,20.47,Credit Card
2729,272,2024-12-20,2024-12-27,0.1,29.9,PayPal
2730,434,2023-02-07,2023-02-15,0.1,6.77,Debit
2731,105,2024-04-18,2024-04-22,0.05,6.71,Wire
2732,55,2024-07-20,2024-07-22,0.0,17.51,PayPal
2733,214,2024-09-18,2024-09-24,0.0,8.27,Wire
2734,129,2023-01-29,2023-02-06,0.05,27.96,Wire
2735,133,2023-11-23,2023-11-25,0.0,47.36,Credit Card
2736,77,2024-12-16,2024-12-21,0.0,41.26,Wire
2737,421,2024-10-01,2024-10-07,0.05,19.2,Credit Card
2738,237,2024-08-27,2024-09-02,0.1,8.08,Wire
2739,343,2024-05-07,2024-05-09,0.0,20.83,Debit
2740,113,2024-06-26,2024-07-04,0.0,49.62,Wire
2741,56,2023-03-14,2023-03-17,0.0,27.1,Wire
2742,474,2024-05-27,2024-06-03,0.0,8.39,Credit Card
2743,454,2023-12-04,2023-12-06,0.0,40.31,Wire
2744,368,2025-06-22,2025-06-27,0.0,29.76,PayPal
2745,41,2025-06-26,2025-07-02,0.2,10.01,PayPal
2746,345,2023-12-15,2023-12-19,0.15,39.73,PayPal
2747,445,2024-06-12,2024-06-15,0.2,9.63,Debit
